Chr	Gene_l	Gene_r	Gene_type	Gene	Strand	Gene_length	Counts	RPKM	TPM
chr19	45005663	45012764	protein_coding	Twnk	+	4178	11461	13.70	31.605294016866733
chr19	45015176	45027115	protein_coding	Lzts2	+	4894	24028	24.52	56.56651409273742
chr19	45026907	45058633	protein_coding	Pdzd7	-	5252	568	0.54	1.2460325176517117
chr19	45046773	45056383	protein_coding	Sfxn3	+	3931	14666	18.63	42.984748966851505
chr19	45060632	45075109	lncRNA	Gm35782	-	1923	141	0.37	0.8447838181626944
chr19	45074962	45079289	protein_coding	Kazald1	+	1922	956	2.48	5.730734215631174
chr19	45103112	45106404	lncRNA	Gm35867	+	686	0	0.00	0.0
chr19	45144743	45146954	lncRNA	Gm35923	-	556	1	0.01	0.020721966456539384
chr19	45150092	45156943	protein_coding	Tlx1	+	2689	23	0.04	0.09854686018825795
chr19	45232684	45236841	protein_coding	Lbx1	-	2524	24	0.05	0.10955385118702914
chr19	45300458	45303337	lncRNA	Gm29595	-	774	1	0.01	0.014885546963612271
chr19	45311291	45338448	lncRNA	LOC102640042	-	2943	0	0.00	0.0
chr19	45329613	45330747	lncRNA	Gm28578	-	629	2	0.02	0.03663406470536057
chr19	45363688	45533343	protein_coding	Btrc	+	10760	9367	4.35	10.029840041627589
chr19	45542766	45545033	lncRNA	Gm41856	-	975	1	0.01	0.011816834204959895
chr19	45543661	45546346	lncRNA	Gm19639	+	2037	19	0.05	0.10746531843244087
chr19	45552275	45560564	protein_coding	Poll	-	2678	5287	9.86	22.745971762726807
chr19	45560583	45578289	protein_coding	Dpcd	+	1485	4097	13.78	31.786687201533788
chr19	45578254	45660520	protein_coding	Fbxw4	-	4623	8966	9.69	22.34501235012517
chr19	45726555	45730558	lncRNA	4933429K18Rik	-	1015	0	0.00	0.0
chr19	45736798	45742941	protein_coding	Fgf8	-	1376	8	0.03	0.06698496133625521
chr19	45747734	45749565	protein_coding	Npm3	-	862	9231	53.48	123.38070374980876
chr19	45750255	45783644	protein_coding	Oga	-	6768	29957	22.11	50.99689416681943
chr19	45792346	45816422	protein_coding	Kcnip2	-	3105	27	0.04	0.10018620304205128
chr19	45817362	45998632	protein_coding	Armh3	-	3978	5457	6.85	15.805015749133858
chr19	45998137	46013386	lncRNA	4930505N22Rik	+	945	31	0.16	0.37795112576181245
chr19	46003478	46006173	protein_coding	Hps6	+	2696	3599	6.67	15.380403058627373
chr19	46031525	46048145	protein_coding	Ldb1	-	6836	25512	18.64	42.99799552092063
chr19	46056526	46072909	protein_coding	Pprc1	+	6585	27916	21.17	48.84309416461943
chr19	46075847	46085543	protein_coding	Nolc1	+	3665	51569	70.27	162.11398773197473
chr19	46131862	46135694	protein_coding	Elovl3	+	2010	5	0.01	0.02866023221352213
chr19	46135281	46148325	protein_coding	Pitx3	-	2055	8	0.02	0.04485221742028573
chr19	46152509	46286510	protein_coding	Gbf1	+	6532	32685	24.99	57.65116278925082
chr19	46300994	46312400	protein_coding	Nfkb2	+	7345	53019	36.05	83.1659379707215
chr19	46303585	46305629	lncRNA	4833438C02Rik	-	1788	469	1.31	3.0221156941124363
chr19	46312085	46328127	protein_coding	Psd	-	5441	4930	4.53	10.439361847949087
chr19	46328184	46330446	protein_coding	Fbxl15	+	1456	2767	9.49	21.895433199859838
chr19	46329812	46338672	protein_coding	Cuedc2	-	2012	31811	78.96	182.1608747870923
chr19	46338760	46344131	lncRNA	Gm36493	+	1498	50	0.17	0.38455985813871485
chr19	46342762	46342870	miRNA	Mir146b	+	109	0	0.00	0.0
chr19	46348201	46348988	lncRNA	2310034G01Rik	-	788	19	0.12	0.27780057569401273
chr19	46356877	46375254	protein_coding	Mfsd13a	+	2283	199	0.44	1.0042756270772422
chr19	46376813	46395741	protein_coding	Actr1a	-	2749	44785	81.36	187.6997078473629
chr19	46396896	46488804	protein_coding	Sufu	+	4525	11104	12.26	28.272657201453658
chr19	46501648	46516805	protein_coding	Trim8	+	4096	18170	22.15	51.10939466956012
chr19	46531109	46573182	protein_coding	Arl3	-	987	11135	56.34	129.98068657590954
chr19	46573325	46596901	protein_coding	Sfxn2	+	3253	3627	5.57	12.846039415879126
chr19	46599106	46657389	protein_coding	Wbp1l	+	4105	23519	28.61	66.0102607977565
chr19	46660796	46666167	lncRNA	Gm36602	-	833	1	0.01	0.01383122851120756
chr19	46667165	46673000	protein_coding	Cyp17a1	-	1841	2	0.01	0.0125164729493057
chr19	46668491	46676083	lncRNA	Gm41857	+	1065	7	0.03	0.07572759948248946
chr19	46689906	46703382	protein_coding	Borcs7	+	2176	1518	3.48	8.037456555630007
chr19	46707157	46741099	protein_coding	As3mt	+	2375	6	0.01	0.029106728462743318
chr19	46756834	46878580	protein_coding	Cnnm2	+	10521	3201	1.52	3.505374406693728
chr19	46885390	47015189	protein_coding	Nt5c2	-	7301	8742	5.98	13.7953972749302
chr19	47014681	47025327	protein_coding	Ina	+	3257	73	0.11	0.25823247606325467
chr19	47033617	47050939	protein_coding	Pcgf6	-	4848	3735	3.85	8.876336398852532
chr19	47058162	47058268	snRNA	LOC115489061	+	107	2	0.09	0.21535352055768028
chr19	47067748	47083479	protein_coding	Taf5	+	3258	3567	5.47	12.61414408191057
chr19	47083471	47090647	protein_coding	Atp5md	-	363	23800	327.45	755.3984510360725
chr19	47090735	47131146	protein_coding	Pdcd11	+	6206	31953	25.71	59.32061243430654
chr19	47105350	47110506	lncRNA	LOC115489011	-	2091	15	0.04	0.08265002403038664
chr19	47132232	47138294	protein_coding	Calhm2	-	2049	3525	8.59	19.820879481782107
chr19	47141035	47144174	protein_coding	Calhm1	-	1047	9	0.04	0.09903793710460657
chr19	47178820	47259441	protein_coding	Neurl1a	+	4412	5435	6.15	14.192856200443812
chr19	47196412	47202308	lncRNA	Gm36693	-	3508	4	0.01	0.013137301425126452
chr19	47260174	47464612	protein_coding	Sh3pxd2a	-	10897	79168	36.28	83.70443719187008
chr19	47273519	47273589	miRNA	Mir6995	-	71	2	0.14	0.32454685492495483
chr19	47286715	47293330	lncRNA	Gm29834	+	5953	44	0.04	0.0851574311091516
chr19	47427934	47435655	lncRNA	Gm36885	+	2143	7	0.02	0.03763410800226378
chr19	47455204	47460994	lncRNA	LOC115489012	+	2720	25	0.05	0.1058953432889329
chr19	47483840	47485344	lncRNA	Gm41858	-	1059	22	0.10	0.23934947468969758
chr19	47501031	47545845	protein_coding	Stn1	-	2476	5426	10.94	25.24846075775831
chr19	47512982	47516578	lncRNA	Gm19557	+	2765	99	0.18	0.4125207673178133
chr19	47580019	47645246	protein_coding	Slk	+	7202	37581	26.06	60.120277020297536
chr19	47605899	47607226	lncRNA	Gm16068	-	712	2	0.01	0.03236352064560645
chr19	47646341	47692042	protein_coding	Col17a1	-	5539	291	0.26	0.6052954115909454
chr19	47714784	47714887	snRNA	LOC115489074	-	104	1	0.05	0.11078282067149901
chr19	47731714	47735588	protein_coding	Sfr1	+	1625	28040	86.18	198.80641866424523
chr19	47736857	47837454	protein_coding	Cfap43	-	6310	432	0.34	0.7887877285466098
chr19	47755022	47755157	miRNA	Mir8090	-	136	1	0.04	0.08471627463114631
chr19	47853111	47854901	lncRNA	Gm30021	-	622	45	0.36	0.8335427664672272
chr19	47854973	47864790	protein_coding	Gsto1	+	1179	25874	109.60	252.84567346365904
chr19	47865438	47886308	protein_coding	Gsto2	+	1630	455	1.39	3.2161000455063395
chr19	47894590	47919323	protein_coding	Itprip	-	3986	6783	8.50	19.606057890601328
chr19	47937712	48035379	protein_coding	Cfap58	+	3345	65	0.10	0.22388396643926256
chr19	48206025	48805505	protein_coding	Sorcs3	+	5634	9	0.01	0.018404813657884822
chr19	50143295	50679129	protein_coding	Sorcs1	-	8839	27	0.02	0.03519381835564761
chr19	50677405	50778660	lncRNA	Gm26629	+	2275	8	0.02	0.04051486013129107
chr19	51239690	51239796	snRNA	LOC115489067	-	107	0	0.00	0.0
chr19	52264297	52265015	protein_coding	Ins1	+	601	2	0.02	0.03834080981642561
chr19	52372948	52389660	lncRNA	Gm41860	-	308	0	0.00	0.0
chr19	52923181	52926931	lncRNA	AA387883	+	1679	0	0.00	0.0
chr19	52931279	53038662	protein_coding	Xpnpep1	-	3659	44574	60.84	140.354052652524
chr19	52943109	52946811	lncRNA	Gm41861	-	3129	3	0.00	0.011046417401568453
chr19	53010656	53010756	miRNA	Mir6407	-	101	3	0.15	0.3422201985099771
chr19	53050716	53105897	lncRNA	Gm30234	-	2683	48	0.09	0.20612293730604658
chr19	53076252	53084392	lncRNA	1700054A03Rik	+	780	1	0.01	0.014771042756199868
chr19	53085037	53088696	lncRNA	Gm41862	+	1220	2	0.01	0.018887562868583438
chr19	53127579	53131241	lncRNA	Gm30381	+	731	2	0.01	0.03152233474647304
chr19	53133413	53139839	lncRNA	Gm9618	-	3942	33	0.04	0.09645018786011786
chr19	53140443	53247326	protein_coding	Add3	+	6080	11825	9.71	22.408011983850244
chr19	53207315	53208795	lncRNA	LOC115489039	-	225	1	0.02	0.05120628155482621
chr19	53248736	53255205	lncRNA	1700001K23Rik	-	488	1	0.01	0.0236094535857293
chr19	53306741	53326867	lncRNA	Gm30541	-	14471	643	0.22	0.511938966480857
chr19	53310128	53373293	protein_coding	Mxi1	+	4678	25669	27.40	63.21999984543344
chr19	53379214	53390701	protein_coding	Smndc1	-	2800	10813	19.29	44.49322948277699
chr19	53441212	53464796	lncRNA	Mirt1	-	5292	12	0.01	0.02612565385450317
chr19	53460066	53462731	misc_RNA	LOC73899	+	1770	9	0.03	0.058583457711029976
chr19	53488977	53492649	lncRNA	Gm30826	-	1008	0	0.00	0.0
chr19	53529145	53541809	protein_coding	Dusp5	+	1815	1854	5.10	11.768980909419147
chr19	53600396	53645831	protein_coding	Smc3	+	4851	36852	37.94	87.52569053146824
chr19	53660989	53867083	protein_coding	Rbm20	+	7601	388	0.25	0.5881210866644294
chr19	53673178	53675771	lncRNA	Gm46653	-	1209	0	0.00	0.0
chr19	53754244	53758239	lncRNA	Gm30943	+	1185	3	0.01	0.029168135062875692
chr19	53770365	53787024	lncRNA	Gm30890	-	764	3	0.02	0.04524115189726138
chr19	53819252	53825212	lncRNA	Gm16299	-	2952	15	0.03	0.05854376702152386
chr19	53855298	53860355	lncRNA	Gm41863	-	2155	15	0.03	0.08019545255106193
chr19	53871785	53904604	protein_coding	Gm30990	-	5129	21	0.02	0.047172875871817864
chr19	53892231	53937592	protein_coding	Pdcd4	+	8734	9292	5.31	12.257496318602605
chr19	53929656	53944627	protein_coding	Bbip1	-	2645	3623	6.84	15.781504940058774
chr19	53944232	54033280	protein_coding	Shoc2	+	4486	14120	15.72	36.264457534481245
chr19	54045259	54048982	protein_coding	Adra2a	+	3724	21	0.03	0.06497037603290919
chr19	54154877	54175117	lncRNA	Gm41865	+	379	0	0.00	0.0
chr19	54198385	54201323	lncRNA	Gm41866	-	2761	3	0.01	0.012518739605037193
chr19	54465865	54586424	lncRNA	Gm31301	+	358	1	0.01	0.03218271885429022
chr19	54758603	54761014	lncRNA	Gm41867	-	402	0	0.00	0.0
chr19	55067635	55127319	protein_coding	Gpam	-	6719	11479	8.53	19.683629088073562
chr19	55099471	55117841	lncRNA	Gm31356	+	7492	80	0.05	0.12302630378895779
chr19	55127221	55140840	lncRNA	Gm31418	+	2238	5	0.01	0.025740423033592266
chr19	55180726	55196313	protein_coding	Tectb	+	3254	0	0.00	0.0
chr19	55192678	55192734	miRNA	Mir6715	+	57	0	0.00	0.0
chr19	55198099	55241252	protein_coding	Gucy2g	-	6723	223	0.17	0.3821620075878931
chr19	55251861	55296628	protein_coding	Acsl5	+	3367	36922	54.77	126.34203258171695
chr19	55267393	55274158	lncRNA	Gm31595	-	3185	100	0.16	0.36173982260081305
chr19	55298216	55316036	protein_coding	Zdhhc6	-	2553	13549	26.51	61.145174099853726
chr19	55316030	55627461	protein_coding	Vti1a	+	35091	7201	1.02	2.3643013174936107
chr19	55640589	55702204	lncRNA	4930552P12Rik	-	2496	2	0.00	0.009231901722624917
chr19	55701143	55702627	lncRNA	Gm41871	+	934	1	0.01	0.012335560331730083
chr19	55734435	55743244	lncRNA	Gm31734	-	3143	67	0.11	0.24560442075692177
chr19	55741797	55933659	protein_coding	Tcf7l2	+	6493	2668	2.05	4.734195413115998
chr19	55938133	55939104	lncRNA	LOC115489027	+	883	0	0.00	0.0
chr19	56077977	56081415	lncRNA	LOC102634217	+	276	0	0.00	0.0
chr19	56081476	56107851	lncRNA	LOC115489020	-	279	0	0.00	0.0
chr19	56105812	56110424	lncRNA	Gm31912	+	2015	3	0.01	0.017153469007199846
chr19	56155105	56176419	lncRNA	Gm31965	+	411	0	0.00	0.0
chr19	56177735	56199050	lncRNA	Gm32028	+	3774	5	0.01	0.015264193627233568
chr19	56263413	56266917	lncRNA	Gm32144	-	1505	2	0.01	0.015310848305429763
chr19	56273381	56288670	lncRNA	Gm32257	-	2445	2	0.00	0.009424468997820774
chr19	56277518	56277645	snoRNA	LOC115486070	-	128	0	0.00	0.0
chr19	56287109	56320820	protein_coding	Habp2	+	3251	9	0.01	0.031895638310834536
chr19	56320037	56390062	protein_coding	Nrap	-	5533	14	0.01	0.02915232006103426
chr19	56356684	56366385	lncRNA	Gm17197	+	1406	1	0.00	0.008194461841988548
chr19	56396833	56442348	protein_coding	Casp7	+	2468	1115	2.26	5.2051766146949054
chr19	56442345	56454990	lncRNA	Gm46657	-	511	1	0.01	0.022546797162105472
chr19	56457275	56486729	protein_coding	Plekhs1	+	3139	84	0.13	0.30831434258879115
chr19	56529161	56548284	protein_coding	Dclre1a	-	4349	7290	8.37	19.312739324052355
chr19	56548250	56603503	protein_coding	Nhlrc2	+	8602	17737	10.30	23.756720365733468
chr19	56655970	56664626	lncRNA	Gm32441	-	1584	2	0.01	0.01454723907807563
chr19	56664749	56665610	lncRNA	LOC115489023	+	754	0	0.00	0.0
chr19	56669067	56674549	lncRNA	Gm32492	+	1859	0	0.00	0.0
chr19	56702810	56714015	lncRNA	Gm32575	+	3036	3	0.00	0.0113847958002331
chr19	56722117	56725150	protein_coding	Adrb1	+	3034	27	0.04	0.1025307054863445
chr19	56743045	56765957	lncRNA	Gm32718	+	10523	23	0.01	0.02518222056887063
chr19	56787485	56822199	protein_coding	Ccdc186	-	6450	14328	11.09	25.593614027356388
chr19	56826171	56870012	protein_coding	Tdrd1	+	5740	8	0.01	0.016057718954475116
chr19	56874416	56912078	protein_coding	Vwa2	+	5506	28	0.03	0.05859055099807576
chr19	56912354	57028589	protein_coding	Afap1l2	-	4361	13966	15.99	36.897055456044065
chr19	56977801	56989945	lncRNA	Gm38597	+	7330	193	0.13	0.3033605424990898
chr19	57032733	57315344	protein_coding	Ablim1	-	12621	26885	10.64	24.542682664633396
chr19	57273960	57277052	lncRNA	4930449E18Rik	+	391	5	0.06	0.14733265153242833
chr19	57323197	57360899	lncRNA	B230217O12Rik	-	1954	417	1.07	2.4587663085371387
chr19	57323602	57331224	lncRNA	LOC115489008	+	1655	27	0.08	0.18796263471031374
chr19	57360923	57389594	protein_coding	Fam160b1	+	6056	12709	10.48	24.178606714508653
chr19	57404465	57411272	lncRNA	Gm41874	+	463	2	0.02	0.049768524189355935
chr19	57452892	57491005	protein_coding	Trub1	+	6409	6326	4.93	11.372204844915258
chr19	57508564	57512788	lncRNA	6720468P15Rik	+	1785	3	0.01	0.019363719915690584
chr19	57522228	57531160	lncRNA	Gm32932	+	957	0	0.00	0.0
chr19	57610960	58133343	protein_coding	Atrnl1	+	7027	9323	6.63	15.285916701369015
chr19	57910790	57926109	lncRNA	LOC115489014	-	5950	21	0.02	0.04066381182295023
chr19	58014562	58043457	lncRNA	Gm32980	-	11311	70	0.03	0.07130217792312905
chr19	58051167	58051236	miRNA	Mir5623	+	70	0	0.00	0.0
chr19	58083703	58099863	lncRNA	LOC115489013	-	13299	25	0.01	0.021658420463636172
chr19	58231333	58232505	lncRNA	Gm41875	-	1091	31	0.14	0.32737288161770195
chr19	58235581	58455946	protein_coding	Gfra1	-	5608	2419	2.15	4.969739460280499
chr19	58277959	58294578	protein_coding	Gm46650	-	16566	277	0.08	0.19264949281085011
chr19	58296204	58300348	lncRNA	Gm10007	+	450	0	0.00	0.0
chr19	58456149	58459592	lncRNA	Gm41876	+	635	4	0.03	0.07257583212495053
chr19	58500223	58508119	lncRNA	Gm33306	+	318	0	0.00	0.0
chr19	58512002	58553104	protein_coding	Ccdc172	+	1354	14	0.05	0.11912835073685565
chr19	58606329	58629753	lncRNA	1810007D17Rik	+	742	7	0.05	0.10869257877203677
chr19	58670365	58681799	protein_coding	Pnlip	+	1498	5	0.02	0.03845598581387149
chr19	58695506	58696178	lncRNA	1810035K13Rik	+	364	1	0.01	0.03165223447757115
chr19	58698917	58701323	lncRNA	1810018F18Rik	+	1447	0	0.00	0.0
chr19	58728887	58744169	protein_coding	Pnliprp1	+	1619	0	0.00	0.0
chr19	58759723	58777534	protein_coding	Pnliprp2	+	1568	2	0.01	0.01469568029315803
chr19	58780288	58784188	lncRNA	LOC115489030	+	782	0	0.00	0.0
chr19	58785801	58794414	protein_coding	1700019N19Rik	-	1318	3	0.01	0.0262247648327069
chr19	58794515	58802372	lncRNA	Gm41877	+	548	5	0.05	0.10512238457879468
chr19	58795750	58943672	protein_coding	Hspa12a	-	6650	805	0.60	1.3946974055064507
chr19	58856817	58861577	lncRNA	LOC115489029	+	1717	3	0.01	0.020130599912351596
chr19	58911673	58911759	miRNA	Mir3086	-	87	0	0.00	0.0
chr19	58934058	58971421	protein_coding	Eno4	+	11953	372	0.16	0.35856820598502087
chr19	58973358	59076124	protein_coding	Shtn1	-	4273	57	0.07	0.15369074676822983
chr19	59083501	59083651	snoRNA	LOC115489094	+	151	0	0.00	0.0
chr19	59164480	59170397	protein_coding	Vax1	-	3758	10	0.01	0.030658364422128517
chr19	59171624	59183812	lncRNA	4930442E04Rik	+	1093	0	0.00	0.0
chr19	59219648	59237370	protein_coding	Kcnk18	+	3032	5	0.01	0.018999692199597455
chr19	59260878	59296012	protein_coding	Slc18a2	+	3803	745	0.98	2.2570215476275948
chr19	59296084	59345780	protein_coding	Pdzd8	-	7076	20076	14.17	32.68850966807595
chr19	59389461	59397591	lncRNA	Gm33756	+	867	2	0.01	0.02657765478624198
chr19	59425104	59458635	antisense_RNA	Emx2os	-	5023	1476	1.47	3.38554770144491
chr19	59458690	59465357	protein_coding	Emx2	+	2598	3645	7.01	16.164569538164685
chr19	59493136	59559391	lncRNA	2700089I24Rik	+	1827	13	0.04	0.0819805000261996
chr19	59654737	59669922	lncRNA	Gm19956	+	1352	2	0.01	0.017043510872538307
chr19	59678988	59707583	lncRNA	Gm41878	-	4372	8	0.01	0.021082183622755532
chr19	59681885	59698369	lncRNA	Gm46661	+	246	1	0.02	0.0468350136172191
chr19	59760441	59822672	lncRNA	Gm46662	-	642	2	0.02	0.03589225342628005
chr19	59875343	59893270	lncRNA	Gm46660	-	14105	150	0.05	0.12252477862285605
chr19	59893502	59943656	protein_coding	Rab11fip2	-	9917	6882	3.47	7.9953984746970495
chr19	60035900	60039033	lncRNA	Gm41879	-	2093	6	0.01	0.03302841858529163
chr19	60040385	60050388	lncRNA	Gm41880	-	1433	3	0.01	0.024120195428826024
chr19	60107521	60116299	lncRNA	Gm46663	-	8173	11	0.01	0.01550661285307658
chr19	60135549	60140383	lncRNA	Gm41881	-	3706	68	0.09	0.21140207981350273
chr19	60144675	60162591	lncRNA	E330013P04Rik	+	2070	11	0.03	0.061224901859031344
chr19	60197148	60226705	protein_coding	Fam204a	-	3516	5718	8.12	18.73704252968193
chr19	60310847	60325262	lncRNA	Gm41882	-	374	0	0.00	0.0
chr19	60375885	60387027	lncRNA	Gm34300	-	1653	2	0.01	0.01394000405303799
chr19	60465641	60468933	protein_coding	Prlhr	-	3246	3	0.00	0.010648256330717094
chr19	60524696	60581023	protein_coding	Cacul1	-	9296	27874	14.98	34.54688852337843
chr19	60547430	60551112	lncRNA	Gm41884	-	1695	69	0.20	0.469013286807479
chr19	60611230	60629961	lncRNA	Gm46652	+	6273	40	0.03	0.07346668802701034
chr19	60657510	60676474	lncRNA	Gm34459	-	2974	4	0.01	0.015496184734143775
chr19	60670988	60685696	lncRNA	Gm34406	+	469	1	0.01	0.024565913325876113
chr19	60755987	60759914	protein_coding	Nanos1	+	3928	885	1.13	2.5958377837588515
chr19	60761116	60790693	protein_coding	Eif3a	-	5176	130232	125.66	289.88730745282624
chr19	60774329	60774397	miRNA	Mir3084-2	-	69	0	0.00	0.0
chr19	60774330	60774385	snoRNA	Snora19	-	56	0	0.00	0.0
chr19	60811555	60836235	protein_coding	Fam45a	+	2391	6677	13.95	32.17418525171656
chr19	60836309	60861533	protein_coding	Sfxn4	-	4379	1223	1.39	3.217786829607057
chr19	60864066	60874538	protein_coding	Prdx3	-	1445	30472	105.32	242.96228899390968
chr19	60889560	61095968	protein_coding	Grk5	+	7864	8026	5.10	11.758756808975445
chr19	60925706	60933613	protein_coding	Gm41885	-	2829	145818	257.43	593.8598274465786
chr19	61013417	61013545	snoRNA	LOC115486083	-	129	1	0.04	0.08931328178167362
chr19	61053840	61140844	protein_coding	Zfp950	-	12875	4483	1.74	4.011689013383637
chr19	61164365	61164481	snRNA	LOC115489060	-	117	0	0.00	0.0
chr19	61174686	61176309	protein_coding	Gm7102	-	1624	247	0.76	1.7523331880600164
chr19	61217191	61228461	protein_coding	Csf2ra	-	9464	20	0.01	0.02434787267505473
chrX	3076920	3078823	protein_coding	Btbd35f23	+	1904	0	0.00	0.0
chrX	3441731	3443690	protein_coding	Btbd35f11	-	1960	0	0.00	0.0
chrX	3443898	3517210	lncRNA	Gm46694	+	578	0	0.00	0.0
chrX	3488309	3700021	lncRNA	LOC108168496	-	574	0	0.00	0.0
chrX	3700233	3702192	protein_coding	Btbd35f18	+	1960	0	0.00	0.0
chrX	3750931	3752885	protein_coding	Btbd35f10	-	1955	0	0.00	0.0
chrX	3835879	3836656	protein_coding	Spin2-ps1	-	778	0	0.00	0.0
chrX	3955043	3957002	protein_coding	Btbd35f16	-	1960	0	0.00	0.0
chrX	3957017	4006834	lncRNA	Gm46693	+	1011	0	0.00	0.0
chrX	4037674	4039622	protein_coding	Btbd35f3	+	1949	0	0.00	0.0
chrX	4196576	4198535	protein_coding	Btbd35f28	+	1960	0	0.00	0.0
chrX	4289286	4291245	protein_coding	Btbd35f20	-	1960	0	0.00	0.0
chrX	4370636	4372595	protein_coding	Btbd35f17	+	1960	0	0.00	0.0
chrX	4496082	4515309	lncRNA	Gm46675	-	282	0	0.00	0.0
chrX	4515589	4517543	transcribed_pseudogene	Gm5925	+	1955	0	0.00	0.0
chrX	4800411	4802359	protein_coding	Btbd35f4	+	1949	0	0.00	0.0
chrX	4952135	4954077	protein_coding	Btbd35f27	+	1943	0	0.00	0.0
chrX	5148578	5150575	transcribed_pseudogene	Gm14367	+	1998	0	0.00	0.0
chrX	5466904	5469265	protein_coding	Mycs	-	2362	1	0.00	0.004877821062589287
chrX	5669067	5671026	protein_coding	Btbd35f7	+	1960	0	0.00	0.0
chrX	5730162	5749677	lncRNA	Gm39489	-	400	0	0.00	0.0
chrX	5812847	5831375	lncRNA	LOC115489152	-	5614	7	0.01	0.014365852057151992
chrX	6022086	6092556	lncRNA	Gm26618	-	4982	1	0.00	0.0023126080589795056
chrX	6047471	6054751	protein_coding	Nudt11	+	6429	7	0.01	0.012544702667421262
chrX	6081218	6083420	protein_coding	AU022751	-	2203	3	0.01	0.015689623263507806
chrX	6106891	6107009	rRNA	LOC115489156	+	119	176	7.39	17.040073525807713
chrX	6168696	6173009	protein_coding	Nudt10	-	2136	3	0.01	0.016181760322803225
chrX	6189530	6229711	lncRNA	Gm33733	+	11144	3	0.00	0.0031016008658926496
chrX	6235493	6241113	lncRNA	Gm46685	+	4255	12	0.01	0.03249282260823285
chrX	6314054	6320724	protein_coding	Bmp15	-	3116	5	0.01	0.018487505375218063
chrX	6399949	6637454	protein_coding	Shroom4	+	11588	9383	4.04	9.329083660813792
chrX	6452376	6574663	lncRNA	5430428K19Rik	-	904	2	0.01	0.02548985254388473
chrX	6779306	6948363	protein_coding	Dgkk	+	7156	8	0.01	0.012880283230671767
chrX	6979652	7041635	protein_coding	Ccnb3	-	4570	2	0.00	0.005042194026186389
chrX	7067515	7078609	protein_coding	Akap4	+	3001	2	0.00	0.007678382772299832
chrX	7153810	7319358	protein_coding	Clcn5	-	9457	21514	11.36	26.21039302192762
chrX	7237683	7237774	miRNA	Mir500	-	92	1	0.05	0.1252327538025641
chrX	7241243	7241351	miRNA	Mir501	-	109	20	0.92	2.114020798135027
chrX	7241982	7242046	miRNA	Mir362	-	65	3	0.23	0.5317575392231952
chrX	7247989	7248056	miRNA	Mir188	-	68	0	0.00	0.0
chrX	7248402	7248497	miRNA	Mir532	-	96	2	0.10	0.24002944478824784
chrX	7372591	7375830	protein_coding	Usp27x	-	3240	994	1.53	3.5346558239928645
chrX	7375925	7378042	lncRNA	Gm14379	+	1878	96	0.26	0.5889540370523143
chrX	7411817	7422988	lncRNA	2010204K13Rik	-	946	3412	18.01	41.555034196236875
chrX	7458613	7473975	lncRNA	Gm32829	-	392	0	0.00	0.0
chrX	7500488	7505561	lncRNA	Gm32874	-	396	3	0.04	0.08728343446845377
chrX	7547348	7547480	snoRNA	LOC115486087	-	133	0	0.00	0.0
chrX	7558562	7574281	protein_coding	Ppp1r3f	-	3492	1922	2.75	6.341396465745875
chrX	7573600	7581016	lncRNA	Flicr	+	3456	106	0.15	0.35337668260492044
chrX	7579676	7595243	protein_coding	Foxp3	+	3928	45	0.06	0.13199175171655178
chrX	7593809	7605420	protein_coding	Ccdc22	-	2256	9627	21.31	49.16518010588217
chrX	7607103	7635196	protein_coding	Cacna1f	+	6332	9	0.01	0.016375982335521646
chrX	7638580	7653256	protein_coding	Syp	+	2482	228	0.46	1.0583731844329511
chrX	7657379	7668197	protein_coding	Prickle3	+	2715	40	0.07	0.1697445797397554
chrX	7667941	7671390	protein_coding	Plp2	-	1157	50473	217.87	502.6104546294445
chrX	7673166	7681251	protein_coding	Magix	-	2908	95	0.16	0.3763872999430572
chrX	7697134	7710261	protein_coding	Gpkow	+	3575	13957	19.50	44.98024227235234
chrX	7721987	7728201	protein_coding	Wdr45	+	2366	7830	16.53	38.128768609135705
chrX	7728571	7731063	protein_coding	Praf2	+	1206	21380	88.54	204.2519215750344
chrX	7731714	7741324	protein_coding	Ccdc120	-	3641	3734	5.12	11.815698282968206
chrX	7762530	7775202	protein_coding	Tfe3	+	3858	17971	23.26	53.66804544061713
chrX	7771300	7789940	lncRNA	Gm39487	-	818	58	0.35	0.8169217289614694
chrX	7789961	7820567	protein_coding	Gripap1	+	4616	11219	12.14	28.00232590377143
chrX	7807101	7807221	miRNA	Mir1198	+	121	6	0.25	0.5713097528844246
chrX	7823759	7838278	protein_coding	Kcnd1	+	3815	135	0.18	0.40770401106889803
chrX	7839613	7876626	protein_coding	Otud5	+	6480	19050	14.68	33.87082165345275
chrX	7878306	7883432	protein_coding	Pim2	+	2041	7077	17.32	39.94955525565343
chrX	7883921	7894492	protein_coding	Slc35a2	+	3220	7468	11.58	26.721091582787103
chrX	7894519	7899269	protein_coding	Pqbp1	-	1334	10013	37.49	86.47969405690168
chrX	7899336	7907652	protein_coding	Timm17b	+	1792	10536	29.36	67.73973831131195
chrX	7919822	7924410	protein_coding	Pcsk1n	+	2193	15	0.03	0.0788058368661826
chrX	7924276	7928607	protein_coding	Eras	-	1077	2	0.01	0.02139538226524772
chrX	7930116	7948047	protein_coding	Hdac6	-	4261	24175	28.34	65.36732403949374
chrX	7948145	8032975	lncRNA	Gm39488	+	827	12	0.07	0.16717891196859827
